subcategoria,campo_unificado,var,var_alias,description,5,6,is_category,values
Antecedentes Familiares,edad_amigo_10,ami10_edad,edad_amigo_10,¿Cuál es su edad? (Amigo 10),visible,abierta,FALSE,"{'min': 15.0, 'max': 90.0}"
Antecedentes Familiares,tiene_sobrep_obesidad_amigo_1,ami1_sobr,tiene_sobrep_obesidad_amigo_1,¿Tiene sobrepeso u obesidad? (Amigo 1),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_sobrep_obesidad_amigo_2,ami2_sobr,tiene_sobrep_obesidad_amigo_2,¿Tiene sobrepeso u obesidad? (Amigo 2),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_sobrep_obesidad_amigo_3,ami3_sobr,tiene_sobrep_obesidad_amigo_3,¿Tiene sobrepeso u obesidad? (Amigo 3),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_sobrep_obesidad_amigo_4,ami4_sobr,tiene_sobrep_obesidad_amigo_4,¿Tiene sobrepeso u obesidad? (Amigo 4),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_sobrep_obesidad_amigo_5,ami5_sobr,tiene_sobrep_obesidad_amigo_5,¿Tiene sobrepeso u obesidad? (Amigo 5),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_sobrep_obesidad_amigo_6,ami6_sobr,tiene_sobrep_obesidad_amigo_6,¿Tiene sobrepeso u obesidad? (Amigo 6),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_sobrep_obesidad_amigo_7,ami7_sobr,tiene_sobrep_obesidad_amigo_7,¿Tiene sobrepeso u obesidad? (Amigo 7),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_sobrep_obesidad_amigo_8,ami8_sobr,tiene_sobrep_obesidad_amigo_8,¿Tiene sobrepeso u obesidad? (Amigo 8),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_sobrep_obesidad_amigo_9,ami9_sobr,tiene_sobrep_obesidad_amigo_9,¿Tiene sobrepeso u obesidad? (Amigo 9),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_sobrep_obesidad_amigo_10,ami10_sobr,tiene_sobrep_obesidad_amigo_10,¿Tiene sobrepeso u obesidad? (Amigo 10),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_diab_amigo_1,ami1_diab,tiene_diab_amigo_1,¿Tiene diabetes? (Amigo 1),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_diab_amigo_2,ami2_diab,tiene_diab_amigo_2,¿Tiene diabetes? (Amigo 2),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_diab_amigo_3,ami3_diab,tiene_diab_amigo_3,¿Tiene diabetes? (Amigo 3),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_diab_amigo_4,ami4_diab,tiene_diab_amigo_4,¿Tiene diabetes? (Amigo 4),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_diab_amigo_5,ami5_diab,tiene_diab_amigo_5,¿Tiene diabetes? (Amigo 5),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_diab_amigo_6,ami6_diab,tiene_diab_amigo_6,¿Tiene diabetes? (Amigo 6),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_diab_amigo_7,ami7_diab,tiene_diab_amigo_7,¿Tiene diabetes? (Amigo 7),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_diab_amigo_8,ami8_diab,tiene_diab_amigo_8,¿Tiene diabetes? (Amigo 8),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_diab_amigo_9,ami9_diab,tiene_diab_amigo_9,¿Tiene diabetes? (Amigo 9),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,tiene_diab_amigo_10,ami10_diab,tiene_diab_amigo_10,¿Tiene diabetes? (Amigo 10),visible,options,TRUE,"{'options': {0: 'NO', 1: 'SI'}, 'is_category': 'true'}"
Antecedentes Familiares,amigos_proporcion_sp_obesidad,id_sobrsoc,amigos_proporcion_sp_obesidad,¿Qué proporción tiene sobrepeso u obesidad en tu círculo social actual?,visible,options,TRUE,"{'options': {1: '0-25%', 2: '26-50%', 3: '51-75%', 4: '76-100%'}, 'is_category': 'true'}"
Antropometría,muestra_sangre,tom_muest,muestra_sangre,¿Le tomaron muestra de sangre?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Antropometría,talla_real,talla,talla_real,Talla,visible,abierta,FALSE,"{'min': 1.24, 'max': 1.97}"
Antropometría,peso_actual,peso,peso_actual,¿Cuál es tu peso actualmente?,visible,abierta,FALSE,"{'min': 35.0, 'max': 149.0}"
Antropometría,imc,calc_imc,valor_imc,Valor del Cálculo de índice de masa corporal,visible,abierta,FALSE,"{'min': 13.270117756190574, 'max': 51.83025591188857}"
Antropometría,tiene_bajo_peso,bajo_peso,tiene_bajo_peso,Tiene un valor de IMC menor o igual que 18.4 (Bajo peso),visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true', 'is_dichotomy': 'true'}"
Antropometría,tiene_peso_normal,peso_normal,tiene_peso_normal,Tiene un valor de IMC entre 18.5 y 24.9 (Peso Normal),visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true', 'is_dichotomy': 'true'}"
Antropometría,tiene_preobesidad,preobesidad,tiene_preobesidad,Tiene un valor de IMC entre 25 y 29.9 (Preobesidad),visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true', 'is_dichotomy': 'true'}"
Antropometría,tiene_sobrepeso,sobrepeso,tiene_sobrepeso,Tiene un valor de IMC mayor o igual a 25 (Sobrepeso),visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true', 'is_dichotomy': 'true'}"
Antropometría,tiene_obesidad,obesidad,tiene_obesidad,Tiene un valor de IMC mayor o igual a 30 (Obesidad),visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true', 'is_dichotomy': 'true'}"
Antropometría,tiene_obesidadI,obesidadI,tiene_obesidadI,Tiene un valor de IMC entre 30 y 34.9 (Obesidad I),visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true', 'is_dichotomy': 'true'}"
Antropometría,tiene_obesidadII,obesidadII,tiene_obesidadII,Tiene un valor de IMC entre 35 y 39.9 (Obesidad II),visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true', 'is_dichotomy': 'true'}"
Antropometría,tiene_obesidadIII,obesidadIII,tiene_obesidadIII,Tiene un valor de IMC mayor o igual a 40 (Obesidad III),visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true', 'is_dichotomy': 'true'}"
Antropometría,circunferencia_cintura,cintura,circunferencia_cintura,Cintura,visible,abierta,FALSE,"{'min': 60.0, 'max': 153.0}"
Antropometría,circunferencia_brazo,brazo,circunferencia_brazo,Brazo,visible,abierta,FALSE,"{'min': 0.0, 'max': 80.0}"
Antropometría,presion_diastolica,diastolica,presion_diastolica,Presión diastólica,visible,abierta,FALSE,"{'min': 0.0, 'max': 180.0}"
Antropometría,presion_sistolica,sistolica,presion_sistolica,Presión sistólica,visible,abierta,FALSE,"{'min': 0.0, 'max': 180.0}"
Antropometría,temperatura_axilar,temp,temperatura_axilar,Temperatura (no se especifica sitio de toma),visible,abierta,FALSE,"{'min': 0.0, 'max': 38.0}"
Autoevaluación de Salud,salud_actual,salud_act,salud_actual,¿Cómo consideras tu salud actual?,visible,options,TRUE,"{'options': {1: 'MUY MALO', 2: 'MALO', 3: 'REGULAR', 4: 'BUENO', 5: 'MUY BUENO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,salud_1,salud1,salud_hace_1ano,¿Cómo consideras que era tu salud hace 1 año?,visible,options,TRUE,"{'options': {1: 'MUY MALO', 2: 'MALO', 3: 'REGULAR', 4: 'BUENO', 5: 'MUY BUENO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,salud_5,salud5,salud_hace_5anos,¿Cómo consideras que era tu salud hace 5 años?,visible,options,TRUE,"{'options': {1: 'MUY MALO', 2: 'MALO', 3: 'REGULAR', 4: 'BUENO', 5: 'MUY BUENO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,salud_hace_10anos,salud10,salud_hace_10anos,¿Cómo consideras que era tu salud hace 10 años?,visible,options,TRUE,"{'options': {1: 'MUY MALO', 2: 'MALO', 3: 'REGULAR', 4: 'BUENO', 5: 'MUY BUENO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,salud_hace_20anos,salud20,salud_hace_20anos,¿Cómo consideras que era tu salud hace 20 años?,visible,options,TRUE,"{'options': {1: 'MUY MALO', 2: 'MALO', 3: 'REGULAR', 4: 'BUENO', 5: 'MUY BUENO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,salud_hace_30anos,salud30,salud_hace_30anos,¿Cómo consideras que era tu salud hace 30 años?,visible,options,TRUE,"{'options': {1: 'MUY MALO', 2: 'MALO', 3: 'REGULAR', 4: 'BUENO', 5: 'MUY BUENO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,estres_actual,estres_act,estres_actual,¿Cómo consideras tu nivel de estrés actual?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'REGULAR', 4: 'ALTO', 5: 'MUY ALTO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,estres_1,estres1,estres_hace_1ano,¿Cómo consideras que era tu nivel de estrés hace 1 año?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'REGULAR', 4: 'ALTO', 5: 'MUY ALTO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,estres_5,estres5,estres_hace_5anos,¿Cómo consideras que era tu nivel de estrés hace 5 años?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'REGULAR', 4: 'ALTO', 5: 'MUY ALTO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,estres_hace_10anos,estres10,estres_hace_10anos,¿Cómo consideras que era tu nivel de estrés hace 10 años?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'REGULAR', 4: 'ALTO', 5: 'MUY ALTO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,estres_hace_20anos,estres20,estres_hace_20anos,¿Cómo consideras que era tu nivel de estrés hace 20 años?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'REGULAR', 4: 'ALTO', 5: 'MUY ALTO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,estres_hace_30anos,estres30,estres_hace_30anos,¿Cómo consideras que era tu nivel de estrés hace 30 años?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'REGULAR', 4: 'ALTO', 5: 'MUY ALTO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,condicion_fisica_actual,condi_act,condicion_fisica_actual,¿Cómo consideras tu condición física actual?,visible,options,TRUE,"{'options': {1: 'MUY MALA', 2: 'MALA', 3: 'REGULAR', 4: 'BUENA', 5: 'MUY BUENA', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,condicion_fisica_1,condi1,condicion_fisica_hace_1ano,¿Cómo consideras que era tu condición física hace un año?,visible,options,TRUE,"{'options': {1: 'MUY MALA', 2: 'MALA', 3: 'REGULAR', 4: 'BUENA', 5: 'MUY BUENA', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,condicion_fisica_5,condi5,condicion_fisica_hace_5anos,¿Cómo consideras que era tu condición física hace 5 años?,visible,options,TRUE,"{'options': {1: 'MUY MALA', 2: 'MALA', 3: 'REGULAR', 4: 'BUENA', 5: 'MUY BUENA', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,condicion_fisica_hace_10anos,condi10,condicion_fisica_hace_10anos,¿Cómo consideras que era tu condición física hace 10 años?,visible,options,TRUE,"{'options': {1: 'MUY MALA', 2: 'MALA', 3: 'REGULAR', 4: 'BUENA', 5: 'MUY BUENA', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,condicion_fisica_hace_20anos,condi20,condicion_fisica_hace_20anos,¿Cómo consideras que era tu condición física hace 20 años?,visible,options,TRUE,"{'options': {1: 'MUY MALA', 2: 'MALA', 3: 'REGULAR', 4: 'BUENA', 5: 'MUY BUENA', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,condicion_fisica_hace_30anos,condi30,condicion_fisica_hace_30anos,¿Cómo consideras que era tu condición física hace 30 años?,visible,options,TRUE,"{'options': {1: 'MUY MALA', 2: 'MALA', 3: 'REGULAR', 4: 'BUENA', 5: 'MUY BUENA', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,consideras_peso_actual,peso_act,consideras_peso_actual,¿Cómo consideras tu peso actual?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'NORMAL', 4: 'SOBREPESO', 5: 'OBESO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,consideras_peso_1,peso1,consideras_peso_hace_1ano,¿Cómo consideras que era tu peso hace un año?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'NORMAL', 4: 'SOBREPESO', 5: 'OBESO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,consideras_peso_5,peso5,consideras_peso_hace_5anos,¿Cómo consideras que era tu peso hace 5 años?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'NORMAL', 4: 'SOBREPESO', 5: 'OBESO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,consideras_peso_hace_10anos,peso10,consideras_peso_hace_10anos,¿Cómo consideras que era tu peso hace 10 años?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'NORMAL', 4: 'SOBREPESO', 5: 'OBESO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,consideras_peso_hace_20anos,peso20,consideras_peso_hace_20anos,¿Cómo consideras que era tu peso hace 20 años?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'NORMAL', 4: 'SOBREPESO', 5: 'OBESO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,consideras_peso_hace_30anos,peso30,consideras_peso_hace_30anos,¿Cómo consideras que era tu peso hace 30 años?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'NORMAL', 4: 'SOBREPESO', 5: 'OBESO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,consideras_peso_hace_2anos,peso_2,consideras_peso_hace_2anos,¿Cómo consideras que era tu peso hace 2 años?,visible,options,TRUE,"{'options': {1: 'MUY BAJO', 2: 'BAJO', 3: 'NORMAL', 4: 'SOBREPESO', 5: 'OBESO', 6: 'NO SÉ', 7: 'NO APLICA', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,conoces_tu_peso,nr_peso,conoces_tu_peso,¿Conoces tu peso actual?,,options,TRUE,"{'options': {0:'SI SABE SU PESO ACTUAL' ,1: 'NO SABE SU PESO ACTUAL', 2: 'NO QUIERE RESPONDER CUAL ES SU PESO ACTUAL'}, 'is_category': 'true'}"
Autoevaluación de Salud,pesaste_ultima_vez,peso_tpo,cuando_pesaste_ultima_vez,¿Cuándo se pesó la última vez?,visible,options,TRUE,"{'options': {1: 'ÚLTIMOS 7 DÍAS', 2: 'ENTRE UNA Y DOS SEMANAS', 3: 'ENTRE DOS SEMANAS Y UN MES', 4: 'ENTRE 1 Y 3 MESES', 5: 'ENTRE 3 Y 6 MESES', 6: 'MÁS DE 6 MESES', 7: 'NO SÉ', 8: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Autoevaluación de Salud,estatura,estatura,estatura,¿Cuál es su estatura?,visible,abierta,FALSE,"{'min': 1.0, 'max': 2.39}"
Autoevaluación de Salud,acciones_respecto_peso,peso_acc,acciones_respecto_peso,¿Qué acciones tomará respecto a su peso?,,options,TRUE,"{'options': {1: 'LA ACCIÓN QUE TOMARÁ AL RESPECTO ES BAJAR DE PESO', 2: 'NO TOMARÁ NINGUNA ACCIÓN AL RESPECTO', 3: 'LA ACCIÓN QUE TOMARÁ AL RESPECTO ES SUBIR DE PESO', 4: 'NO SABE QUE ACCIÓN TOMAR AL RESPECTO'}, 'is_category': 'true'}"
Autoevaluación de Salud,stuntkard_peso_actual,peso_ehoy,stuntkard_peso_actual,Si piensa en su peso en una escala del 1 a 10. Donde 10 es lo más pesado y 1 lo más ligero ¿Dónde está?,visible,rango=1..10,FALSE,"{'min': 0.0, 'max': 10.0}"
Autoevaluación de Salud,stuntkard_figura_ideal,peso_edes,stuntkard_figura_ideal,Si piensa en su peso en una escala del 1 a 10. Donde 10 es lo más pesado y 1 lo más ligero ¿Dónde le gustaría estar?,,rango=1..10,FALSE,"{'min': 0.0, 'max': 10.0}"
Estilo de Vida,horas_suenno_x_noche,duerme,hora_sueño_x_noche,¿Sabes cuantas horas duermes por noche?,,abierta,FALSE,"{'min': 3.0, 'max': 10.0}"
Estilo de Vida,suenno_diario,nr_duerme,suenno_diario,¿Cuántas horas duermes por noche?,visible,options,TRUE,"{'options': {1: ' SI', 2: 'NO SÉ', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,horas_suenno_calidad,bduerme,hora_sueño_calidad,¿Sabes cuantas horas de sueño son de buena calidad por noche?,,abierta,FALSE,"{'min': 0.0, 'max': 50.0}"
Estilo de Vida,suenno_calidad,nr_bduerme,suenno_calidad,¿Cuántas horas de sueño son de buena calidad por noche?,visible,options,TRUE,"{'options': {1: ' SI', 2: 'NO SÉ', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,cantidad_alcohol_x_semana,alc,tomas_alcohol_semana,¿Sabes cuantas unidades de alcohol tomas por semana?,,options,TRUE,"{'options': {0: 'TOMA 0 UNIDAD DE ALCOHOL POR SEMANA',1: ' TOMA UNA UNIDAD DE ALCOHOL POR SEMANA', 2: 'TOMA DE 2 A 3 UNIDADES DE ALCOHOL POR SEMANA', 3: 'TOMA MAS DE 4 UNIDADES DE ALCOHOL POR SEMANA'}, 'is_category': 'true'}"
Estilo de Vida,alcohol_semana,nr_alc,alcohol_semana,¿Cuántas unidades de alcohol tomas por semana?,visible,options,TRUE,"{'options': {1: ' SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,annos_tomando,tpoalc,annos_tomando,¿Sabes desde hace cuantos años has estado tomando?,,abierta,FALSE,"{'min': 0.0, 'max': 55.0}"
Estilo de Vida,edad_tomando,nr_tpoalc,edad_tomando,¿Desde hace cuantos años has estado tomando?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO SÉ', 3: 'NO APLICA', 4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,fumar_alguna_vez,fuma,fumar_alguna_vez,¿Haz fumado alguna vez?,visible,options,TRUE,"{'options': {1: ' SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,has_fumado,tpofuma,has_fumado,¿Sabes desde hace cuántos años has estado fumando?,,abierta,FALSE,"{'min': 0.0, 'max': 57.0}"
Estilo de Vida,annos_fumando,nr_tpofuma,annos_fumando,¿Desde hace cuántos años has estado fumando?,visible,options,TRUE,"{'options': {1: ' SI', 2: 'NO APLICA', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,fumas_actual,fuma_act,fumas_actual,¿Fumas actuamente?,,abierta,FALSE,"{'min': 0.0, 'max': 3.0}"
Estilo de Vida,tiempo_dejar_fumar,dejarfumar,tiempo_dejar_fumar,¿Hace cuánto dejaste de fumar?,visible,abierta,FALSE,"{'min': -1.0, 'max': 65.0}"
Estilo de Vida,numero_cigarros_actual,cigarros,numero_cigarros_actual,¿Cuántos cigarros fumas diariamente?,visible,abierta,FALSE,"{'min': 0.0, 'max': 20.0}"
Estilo de Vida,haces_ejercicio_semanal,nr_ejer_ac,haces_ejercicio_semanal,¿Sabes cuántas horas de ejercicio hace a la semana actualmente?,,options,TRUE,"{'options': {0: ' 0 HORA', 1: '1 HORA', 2: '2 HORAS', 3:'3 HORAS', 4:'4 O 5 HORAS', 5:'MAS DE 6 HORAS'}, 'is_category': 'true'}"
Estilo de Vida,horas_ejercicio_actual,ejer_act,horas_ejer_semanal,¿Cuántas horas semanales dedicas al ejercicio?,,options,FALSE,"{'min': 0.0, 'max': 50.0}"
Estilo de Vida,hacias_ejer_hace_1ano,nr_ejer1,hacias_ejer_hace_1ano,¿Sabes cuántas horas por semana dedicabas a hacer ejercicio hace un año?,,abierta,TRUE,"{'options': {1: ' SI', 2: 'NO APLICA', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,horas_ejercicio_1ano,ejer1,horas_ejercicio_1ano,¿Cuántas horas por semana dedicabas a hacer ejercicio hace un año?,visible,options,FALSE,"{'min': 0.0, 'max': 50.0}"
Estilo de Vida,hacias_ejer_hace_5ano,nr_ejer,hacias_ejer_hace_5ano,¿Sabes cuántas horas por semana dedicabas a hacer ejercicio hace 5 años?,,abierta,TRUE,"{'options': {1: ' SI', 2: 'NO APLICA', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,horas_ejercicio_5ano,ejer5,horas_ejercicio_5ano,¿Cuántas horas por semana dedicabas a hacer ejercicio hace 5 año?,,options,FALSE,"{'min': 0.0, 'max': 50.0}"
Estilo de Vida,hacias_ejer_hace_10ano,nr_ejer10,hacias_ejer_hace_10ano,¿Sabes cuántas horas por semana dedicabas a hacer ejercicio hace 10 años?,,abierta,TRUE,"{'options': {1: ' SI', 2: 'NO APLICA', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,horas_ejercicio_10ano,ejer10,horas_ejercicio_10ano,¿Cuántas horas por semana dedicabas a hacer ejercicio hace 10 años?,visible,options,FALSE,"{'min': 0.0, 'max': 50.0}"
Estilo de Vida,hacias_ejer_hace_20ano,nr_ejer20,hacias_ejer_hace_20ano,¿Sabes cuántas horas por semana dedicabas a hacer ejercicio hace 20 años?,,abierta,TRUE,"{'options': {1: ' SI', 2: 'NO APLICA', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,horas_ejercicio_20ano,ejer20,horas_ejercicio_20ano,¿Cuántas horas por semana dedicabas a hacer ejercicio hace 20 años?,visible,options,FALSE,"{'min': 0.0, 'max': 60.0}"
Estilo de Vida,hacias_ejer_hace_30ano,nr_ejer30,hacias_ejer_hace_30ano,¿Sabes cuántas horas por semana dedicabas a hacer ejercicio hace 30 años?,,abierta,TRUE,"{'options': {1: ' SI', 2: 'NO APLICA', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,horas_ejercicio_30ano,ejer30,horas_ejercicio_30ano,¿Cuántas horas por semana dedicabas a hacer ejercicio hace 30 años?,visible,options,FALSE,"{'min': 0.0, 'max': 60.0}"
Estilo de Vida,tipo_ejer_actual_pesas,pesas_act,tipo_ejercicio_actual_pesas,¿Actualmente haces pesas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_aerobics,aero_act,tipo_ejercicio_actual_aerobics,¿Actualmente haces aerobics?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_caminata,camin_act,tipo_ejercicio_actual_caminata,¿Actualmente haces Caminatas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_correr,corre_act,tipo_ejercicio_actual_correr,¿Actualmente Trotas o correr?,,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_atletismo,atle_act,tipo_ejercicio_actual_atletismo,¿Actualmente haces  Atletismo?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_contacto,dcont_act,tipo_ejercicio_actual_contacto,"¿Actualmente haces Box, Karate, Judo?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_beisbol,beis_act,tipo_ejercicio_actual_beisbol,¿Actualmente prácticas Beisbol?,,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
